booking_id,number_of_weekend_nights,type_of_meal,room_type,market_segment_type,num_previous_cancellations,average_price,number_of_week_nights,number_of_adults,number_of_children,car_parking_space,lead_time,is_repeat_guest,num_previous_bookings_not_canceled,special_requests,month_of_reservation,day_of_week,split
INN26188,1,Meal Plan 1,Room_Type 1,Offline,0,110.0,5,1,0,0,118,0,0,2,Jun,Wednesday,train
INN26004,0,Meal Plan 1,Room_Type 1,Online,0,101.0,2,2,0,0,3,0,0,0,Mar,Friday,train
INN21610,1,Meal Plan 1,Room_Type 4,Online,0,137.0,0,3,0,0,6,0,0,1,Mar,Wednesday,train
INN20702,0,Meal Plan 2,Room_Type 1,Online,0,0.0,2,2,0,0,6,0,0,0,Dec,Sunday,train
INN24619,2,Meal Plan 1,Room_Type 1,Offline,0,80.0,3,2,0,0,269,0,0,1,Dec,Saturday,train
INN09664,0,Meal Plan 1,Room_Type 4,Complementary,0,0.0,2,2,0,0,11,0,0,1,Dec,Monday,train
INN35007,0,Meal Plan 1,Room_Type 1,Online,0,0.0,2,1,0,0,1,0,0,0,Nov,Monday,train
INN13748,2,Meal Plan 1,Room_Type 1,Online,0,121.5,1,2,1,0,119,0,0,0,Jul,Monday,train
INN26699,1,Meal Plan 1,Room_Type 4,Online,0,168.3,1,3,0,0,59,0,0,0,Sep,Monday,train
INN14675,1,Meal Plan 1,Room_Type 1,Online,0,116.0,3,2,0,0,0,0,0,0,Apr,Wednesday,train
INN05304,0,Meal Plan 1,Room_Type 2,Online,0,6.0,2,0,2,0,33,0,0,1,Jan,Saturday,train
INN14771,2,Meal Plan 1,Room_Type 1,Offline,0,60.0,1,2,0,0,47,0,0,0,Jan,Tuesday,train
INN13102,0,Meal Plan 1,Room_Type 1,Online,0,105.83,4,2,0,0,132,0,0,0,Jul,Thursday,train
INN23597,0,Meal Plan 1,Room_Type 1,Online,0,111.0,4,2,1,0,7,0,0,2,Feb,Friday,train
INN08655,0,Meal Plan 2,Room_Type 1,Online,0,161.1,2,2,0,0,39,0,0,0,Mar,Saturday,train
INN16425,1,Meal Plan 1,Room_Type 6,Online,0,162.35,0,2,2,0,30,0,0,1,Jun,Wednesday,train
INN02248,2,Meal Plan 1,Room_Type 4,Online,0,104.4,5,2,0,0,296,0,0,1,Jul,Tuesday,train
INN01081,0,Meal Plan 1,Room_Type 1,Online,0,80.3,3,2,0,0,57,0,0,0,Feb,Sunday,train
INN10443,2,Meal Plan 1,Room_Type 1,Online,0,88.4,2,2,0,0,38,0,0,2,Nov,Monday,train
INN07273,2,Meal Plan 1,Room_Type 1,Offline,0,68.0,2,2,0,0,43,0,0,0,Nov,Monday,train
INN10807,2,Meal Plan 1,Room_Type 1,Offline,0,81.75,2,2,0,0,2,0,0,0,May,Tuesday,train
INN08126,1,Meal Plan 1,Room_Type 1,Offline,0,95.0,4,2,0,0,81,0,0,0,Sep,Wednesday,train
INN29705,0,Meal Plan 1,Room_Type 1,Online,0,96.0,1,2,0,0,5,0,0,1,Dec,Thursday,train
INN06174,2,Not Selected,Room_Type 1,Online,0,63.75,5,2,0,0,50,0,0,0,Mar,Monday,train
INN25069,0,Meal Plan 1,Room_Type 4,Offline,0,60.67,3,2,0,0,93,0,0,0,Dec,Saturday,train
INN30666,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,3,1,0,0,71,0,0,0,Jun,Thursday,train
INN35499,0,Meal Plan 2,Room_Type 1,Offline,0,156.5,3,3,0,0,8,0,0,4,Sep,Friday,train
INN09557,2,Meal Plan 1,Room_Type 1,Offline,0,61.0,1,1,0,0,116,0,0,0,Feb,Wednesday,train
INN05649,0,Meal Plan 1,Room_Type 1,Online,0,72.25,3,2,0,0,208,0,0,1,Dec,Friday,train
INN25139,1,Meal Plan 1,Room_Type 1,Offline,0,70.0,5,2,0,0,41,0,0,0,Dec,Thursday,train
INN14673,1,Meal Plan 1,Room_Type 1,Online,0,154.1,1,2,0,0,64,0,0,1,Aug,Monday,train
INN22831,2,Meal Plan 1,Room_Type 1,Online,0,68.0,3,1,0,0,115,0,0,2,Jul,Monday,train
INN30039,1,Meal Plan 1,Room_Type 6,Online,0,156.93,0,2,2,0,54,0,0,2,Jul,Tuesday,train
INN34397,0,Meal Plan 2,Room_Type 4,Offline,0,136.0,2,2,0,0,80,0,0,0,Oct,Monday,train
INN16104,1,Meal Plan 1,Room_Type 4,Online,0,149.4,3,1,0,0,40,0,0,2,Sep,Wednesday,train
INN19759,0,Meal Plan 2,Room_Type 1,Offline,0,115.0,2,2,0,0,346,0,0,1,Sep,Thursday,train
INN01458,2,Meal Plan 1,Room_Type 1,Offline,0,54.0,0,2,0,0,6,0,0,0,Feb,Wednesday,train
INN26593,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,1,2,0,0,56,0,0,0,Jun,Friday,train
INN02244,0,Meal Plan 1,Room_Type 1,Online,0,98.4,2,2,0,0,23,0,0,2,Oct,Monday,train
INN00054,0,Meal Plan 1,Room_Type 4,Offline,0,60.0,4,2,0,0,51,0,0,1,Nov,Saturday,train
INN09514,0,Not Selected,Room_Type 1,Online,0,79.5,1,2,0,0,1,0,0,3,Dec,Thursday,train
INN20812,2,Meal Plan 1,Room_Type 1,Online,0,119.0,4,2,1,0,149,0,0,2,Aug,Friday,train
INN09264,0,Meal Plan 1,Room_Type 1,Online,0,92.4,3,1,1,0,108,0,0,0,May,Friday,train
INN06905,1,Meal Plan 1,Room_Type 1,Online,0,74.64,2,2,0,0,19,0,0,0,Mar,Sunday,train
INN05672,0,Meal Plan 1,Room_Type 1,Online,0,98.0,1,2,0,0,5,0,0,0,Jan,Tuesday,train
INN23917,1,Meal Plan 1,Room_Type 1,Online,0,126.9,2,2,0,0,35,0,0,0,May,Wednesday,train
INN23640,2,Meal Plan 1,Room_Type 5,Online,0,104.21,5,2,0,0,139,0,0,0,Apr,Monday,train
INN05802,2,Meal Plan 1,Room_Type 4,Online,0,70.88,5,2,0,0,29,0,0,1,Nov,Wednesday,train
INN26088,2,Meal Plan 1,Room_Type 4,Online,0,107.95,2,2,0,0,77,0,0,0,Apr,Monday,train
INN02321,1,Meal Plan 1,Room_Type 1,Online,0,91.0,0,1,0,0,7,0,0,2,Nov,Thursday,train
INN12512,2,Meal Plan 1,Room_Type 4,Online,0,131.4,2,2,0,0,115,0,0,0,Aug,Sunday,train
INN21966,2,Meal Plan 1,Room_Type 1,Online,0,126.0,2,2,0,0,17,0,0,0,Mar,Sunday,train
INN34783,0,Meal Plan 1,Room_Type 1,Offline,0,52.0,3,2,0,0,50,0,0,1,Jan,Sunday,train
INN14198,0,Meal Plan 1,Room_Type 1,Offline,0,115.0,2,1,0,0,103,0,0,0,Apr,Thursday,train
INN05340,2,Meal Plan 1,Room_Type 1,Offline,0,85.0,1,2,0,0,10,0,0,0,Oct,Tuesday,train
INN09476,2,Meal Plan 1,Room_Type 1,Online,0,67.45,2,2,0,0,101,0,0,0,Feb,Tuesday,train
INN08100,0,Meal Plan 1,Room_Type 6,Online,0,198.9,3,2,2,0,136,0,0,0,May,Saturday,train
INN00817,4,Meal Plan 1,Room_Type 1,Online,0,113.85,6,2,1,0,57,0,0,0,Dec,Tuesday,train
INN34858,2,Meal Plan 1,Room_Type 1,Online,1,69.0,1,2,0,0,19,1,0,0,Dec,Tuesday,train
INN36273,2,Meal Plan 1,Room_Type 1,Online,0,98.39,6,2,0,0,148,0,0,2,Jul,Sunday,train
INN18418,1,Meal Plan 1,Room_Type 1,Online,0,145.8,2,2,0,0,38,0,0,1,Sep,Thursday,train
INN16014,0,Meal Plan 1,Room_Type 1,Corporate,0,65.0,1,1,0,0,28,0,0,0,Dec,Monday,train
INN30069,0,Meal Plan 1,Room_Type 4,Online,0,119.0,4,3,0,0,79,0,0,1,Nov,Friday,train
INN20036,0,Meal Plan 1,Room_Type 1,Online,0,90.9,1,2,0,0,0,0,0,1,Oct,Saturday,train
INN08402,0,Meal Plan 2,Room_Type 1,Online,0,164.25,1,2,1,0,37,0,0,0,Aug,Friday,train
INN15251,1,Meal Plan 1,Room_Type 1,Online,0,110.8,4,2,0,0,118,0,0,2,Dec,Thursday,train
INN12658,2,Meal Plan 2,Room_Type 1,Offline,0,86.0,1,1,0,0,122,0,0,0,Mar,Tuesday,train
INN11496,1,Meal Plan 1,Room_Type 1,Online,0,200.0,2,2,0,0,21,0,0,1,Nov,Wednesday,train
INN34569,0,Meal Plan 1,Room_Type 1,Online,0,74.15,1,2,0,0,87,0,0,0,Apr,Saturday,train
INN31320,0,Meal Plan 1,Room_Type 4,Online,0,132.3,4,2,0,0,83,0,0,2,Oct,Friday,train
INN25893,0,Meal Plan 1,Room_Type 4,Online,0,108.0,1,2,0,0,12,0,0,1,Feb,Tuesday,train
INN07484,0,Meal Plan 1,Room_Type 1,Corporate,0,65.0,1,1,0,0,34,0,0,0,Jul,Thursday,train
INN03129,0,Meal Plan 1,Room_Type 1,Online,0,85.5,3,1,0,0,196,0,0,0,Jul,Friday,train
INN07126,0,Not Selected,Room_Type 1,Online,0,109.0,2,2,0,0,22,0,0,1,May,Thursday,train
INN14041,1,Meal Plan 1,Room_Type 1,Online,0,128.7,0,3,0,0,117,0,0,2,Jun,Wednesday,train
INN21755,0,Meal Plan 1,Room_Type 1,Offline,0,75.0,3,2,0,0,314,0,0,0,Oct,Friday,train
INN10295,2,Meal Plan 1,Room_Type 4,Online,0,155.64,3,3,0,0,29,0,0,2,May,Saturday,train
INN18369,1,Meal Plan 2,Room_Type 1,Offline,0,110.0,2,2,0,0,105,0,0,0,Oct,Thursday,train
INN10749,0,Meal Plan 1,Room_Type 4,Online,0,148.0,3,2,0,0,22,0,0,1,Dec,Saturday,train
INN16037,0,Meal Plan 1,Room_Type 1,Corporate,0,90.0,1,1,0,0,4,0,0,0,Mar,Sunday,train
INN22880,2,Meal Plan 1,Room_Type 1,Online,0,135.0,5,2,1,0,75,0,0,2,Oct,Sunday,train
INN09709,2,Meal Plan 1,Room_Type 1,Offline,0,70.0,2,2,0,0,226,0,0,1,Oct,Monday,train
INN05018,0,Meal Plan 1,Room_Type 4,Online,0,73.37,4,2,0,0,42,0,0,1,Nov,Friday,train
INN04478,2,Meal Plan 1,Room_Type 4,Online,0,152.1,1,3,0,0,91,0,0,0,Aug,Monday,train
INN14165,0,Meal Plan 1,Room_Type 1,Online,0,81.62,1,1,0,0,2,0,0,1,Apr,Sunday,train
INN11315,0,Meal Plan 1,Room_Type 4,Online,0,152.4,3,3,0,0,36,0,0,2,Apr,Saturday,train
INN15571,1,Meal Plan 1,Room_Type 1,Offline,0,64.0,2,2,0,0,3,0,0,0,Nov,Monday,train
INN07488,0,Meal Plan 1,Room_Type 4,Online,0,139.5,3,2,0,0,130,0,0,2,Sep,Saturday,train
INN32826,0,Not Selected,Room_Type 1,Online,0,67.5,3,2,0,0,53,0,0,0,Feb,Saturday,train
INN19903,0,Meal Plan 1,Room_Type 1,Offline,0,72.25,3,2,0,0,65,0,0,0,Oct,Sunday,train
INN16800,2,Meal Plan 1,Room_Type 1,Online,0,76.5,4,2,0,0,163,0,0,2,Aug,Saturday,train
INN24341,1,Meal Plan 1,Room_Type 1,Offline,0,70.0,1,2,0,0,159,0,0,1,Apr,Monday,train
INN20123,1,Meal Plan 1,Room_Type 4,Online,0,119.1,2,2,0,0,53,0,0,1,Apr,Wednesday,train
INN11488,0,Meal Plan 1,Room_Type 1,Offline,0,140.0,2,2,0,0,22,0,0,0,May,Sunday,train
INN00772,0,Not Selected,Room_Type 1,Online,0,91.38,4,2,0,0,153,0,0,1,Jul,Friday,train
INN21261,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,3,1,0,0,71,0,0,0,Jun,Thursday,train
INN29818,0,Meal Plan 1,Room_Type 1,Online,0,149.0,1,1,0,0,0,0,0,1,Jun,Thursday,train
INN18389,0,Meal Plan 1,Room_Type 1,Online,0,89.0,4,2,0,0,26,0,0,1,Feb,Saturday,train
INN17908,2,Meal Plan 1,Room_Type 1,Offline,0,65.0,2,2,0,0,134,0,0,0,Dec,Monday,train
INN05815,0,Meal Plan 1,Room_Type 1,Online,0,143.0,1,1,0,0,0,0,0,1,Jun,Thursday,train
INN31659,0,Meal Plan 1,Room_Type 1,Online,0,0.0,0,2,0,0,36,0,0,0,Dec,Saturday,train
INN22500,2,Meal Plan 1,Room_Type 1,Offline,0,78.0,3,2,0,0,268,0,0,0,Apr,Sunday,train
INN31038,1,Meal Plan 1,Room_Type 4,Offline,0,96.3,1,2,0,0,44,0,0,0,Jun,Monday,train
INN11905,1,Meal Plan 1,Room_Type 4,Online,0,128.7,0,3,0,0,199,0,0,1,Aug,Tuesday,train
INN07768,1,Not Selected,Room_Type 1,Online,0,88.0,1,1,0,0,13,0,0,0,Dec,Wednesday,train
INN11298,1,Meal Plan 2,Room_Type 1,Offline,0,90.0,1,1,0,0,301,0,0,0,Jul,Monday,train
INN11108,1,Meal Plan 1,Room_Type 4,Online,0,105.3,2,2,0,0,83,0,0,0,Mar,Sunday,train
INN16265,2,Meal Plan 1,Room_Type 6,Online,0,159.9,1,2,2,0,109,0,0,0,Oct,Monday,train
INN07267,0,Not Selected,Room_Type 1,Online,0,66.42,1,2,0,0,0,0,0,0,Aug,Thursday,train
INN25272,2,Meal Plan 1,Room_Type 1,Offline,0,90.6,0,2,0,0,13,0,0,1,Nov,Wednesday,train
INN07105,2,Meal Plan 1,Room_Type 1,Online,0,99.0,2,2,0,1,12,0,0,3,Aug,Wednesday,train
INN30357,0,Meal Plan 1,Room_Type 5,Complementary,0,0.0,1,2,0,0,9,0,0,1,Sep,Tuesday,train
INN10642,0,Meal Plan 1,Room_Type 6,Online,0,195.3,1,2,2,1,140,0,0,2,Jul,Sunday,train
INN34344,0,Meal Plan 2,Room_Type 1,Offline,0,91.0,1,1,0,0,2,0,0,0,Oct,Monday,train
INN25066,2,Meal Plan 1,Room_Type 1,Online,0,90.95,3,2,0,0,169,0,0,2,Aug,Monday,train
INN23666,0,Meal Plan 1,Room_Type 1,Corporate,0,184.0,1,2,0,0,1,0,0,1,Sep,Thursday,train
INN02858,2,Meal Plan 1,Room_Type 1,Offline,0,65.0,1,2,0,0,221,0,0,0,Oct,Tuesday,train
INN15462,1,Meal Plan 1,Room_Type 1,Offline,0,65.0,1,2,0,0,60,0,0,0,Sep,Thursday,train
INN30792,0,Meal Plan 1,Room_Type 1,Offline,0,95.67,3,1,0,0,276,0,0,0,Sep,Saturday,train
INN28998,0,Not Selected,Room_Type 1,Online,0,47.43,4,2,0,0,54,0,0,0,Mar,Thursday,train
INN26896,0,Meal Plan 1,Room_Type 2,Online,0,95.82,3,0,2,0,150,0,0,1,May,Thursday,train
INN09288,2,Meal Plan 1,Room_Type 1,Online,0,145.0,2,1,0,0,11,0,0,0,Jul,Tuesday,train
INN22793,5,Meal Plan 2,Room_Type 1,Online,0,184.34,11,3,0,0,152,0,0,2,Jul,Monday,train
INN15364,1,Meal Plan 1,Room_Type 1,Online,0,78.9,2,1,0,0,61,0,0,1,,,train
INN36221,2,Not Selected,Room_Type 1,Online,0,104.53,5,2,0,0,41,0,0,0,Jun,Wednesday,train
INN03519,0,Meal Plan 1,Room_Type 1,Online,0,101.18,1,1,0,0,62,0,0,1,Sep,Friday,train
INN29686,0,Meal Plan 1,Room_Type 1,Offline,0,94.5,2,2,0,0,42,0,0,0,Apr,Friday,train
INN33501,1,Meal Plan 2,Room_Type 6,Online,0,231.0,1,2,2,0,32,0,0,0,Dec,Wednesday,train
INN15094,2,Meal Plan 1,Room_Type 1,Offline,0,90.0,1,2,0,0,205,0,0,0,May,Tuesday,train
INN07325,4,Meal Plan 1,Room_Type 1,Online,0,94.0,11,2,0,0,14,0,0,3,Aug,Monday,train
INN24391,1,Meal Plan 1,Room_Type 1,Offline,0,141.67,2,2,0,0,28,0,0,0,Dec,Sunday,train
INN12795,0,Meal Plan 1,Room_Type 1,Offline,0,52.0,2,2,0,0,322,0,0,0,Dec,Sunday,train
INN34369,0,Meal Plan 1,Room_Type 1,Online,0,126.0,1,2,0,0,18,0,0,1,Oct,Monday,train
INN01739,2,Meal Plan 1,Room_Type 1,Online,0,78.81,5,2,0,0,257,0,0,2,Dec,Tuesday,train
INN20510,1,Meal Plan 1,Room_Type 4,Online,0,156.0,2,2,0,0,12,0,0,1,Aug,Wednesday,train
INN14027,1,Meal Plan 1,Room_Type 1,Corporate,0,65.0,1,1,0,0,3,0,0,0,May,Wednesday,train
INN23225,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,3,1,0,0,71,0,0,0,Jun,Thursday,train
INN35332,1,Meal Plan 1,Room_Type 1,Online,0,96.3,0,2,0,0,184,0,0,1,Jul,Wednesday,train
INN25917,1,Not Selected,Room_Type 1,Online,0,99.0,0,2,0,0,33,0,0,2,Sep,Tuesday,train
INN32167,0,Meal Plan 2,Room_Type 1,Offline,0,121.0,2,2,0,0,30,0,0,0,Sep,Saturday,train
INN25253,0,Meal Plan 1,Room_Type 1,Online,0,105.3,1,2,0,0,167,0,0,0,Aug,Monday,train
INN34664,2,Meal Plan 2,Room_Type 1,Online,0,181.17,3,2,1,0,121,0,0,2,Sep,Saturday,train
INN12706,1,Meal Plan 1,Room_Type 1,Online,0,0.0,2,2,0,0,33,0,0,1,Apr,Wednesday,train
INN01966,0,Meal Plan 1,Room_Type 4,Online,0,140.4,1,2,0,0,62,0,0,0,May,Monday,train
INN16367,0,Not Selected,Room_Type 1,Online,0,129.0,1,1,0,0,1,0,0,0,May,Saturday,train
INN12338,2,Meal Plan 1,Room_Type 4,Online,0,117.98,5,2,0,0,39,0,0,1,Apr,Saturday,train
INN30997,1,Meal Plan 1,Room_Type 1,Online,0,105.3,1,2,0,0,130,0,0,0,May,Wednesday,train
INN29822,1,Meal Plan 1,Room_Type 1,Online,0,126.9,1,2,0,0,105,0,0,1,Jun,Monday,train
INN34025,0,Not Selected,Room_Type 1,Online,0,73.92,2,2,0,0,4,0,0,1,Sep,Saturday,train
INN25167,2,Meal Plan 1,Room_Type 1,Offline,0,76.67,1,2,0,0,282,0,0,0,Oct,Tuesday,train
INN17697,2,Not Selected,Room_Type 1,Online,0,82.0,3,2,0,0,8,0,0,2,Dec,Tuesday,train
INN02191,2,Meal Plan 2,Room_Type 4,Online,0,219.6,3,3,0,0,35,0,0,0,Aug,Sunday,train
INN31219,2,Meal Plan 1,Room_Type 1,Offline,0,65.0,1,2,0,0,64,0,0,0,Feb,Wednesday,train
INN34112,1,Meal Plan 1,Room_Type 1,Aviation,0,95.0,3,1,0,0,0,0,0,0,May,Wednesday,train
INN23968,1,Meal Plan 1,Room_Type 1,Offline,0,65.0,2,2,0,0,41,0,0,0,Mar,Sunday,train
INN35948,1,Meal Plan 1,Room_Type 1,Online,0,96.3,2,2,0,0,192,0,0,0,Oct,Sunday,train
INN28144,0,Meal Plan 1,Room_Type 2,Online,0,77.86,4,2,0,0,95,0,0,1,Dec,Friday,train
INN00819,0,Not Selected,Room_Type 1,Online,0,79.5,3,2,0,0,221,0,0,2,Dec,Saturday,train
INN25223,0,Meal Plan 1,Room_Type 2,Online,0,79.25,3,2,0,0,14,0,0,0,Jan,Sunday,train
INN16655,0,Meal Plan 1,Room_Type 1,Offline,0,130.0,3,2,0,0,213,0,0,0,Jun,Thursday,train
INN21943,0,Meal Plan 1,Room_Type 4,Online,0,130.05,5,3,0,0,142,0,0,0,Jul,Thursday,train
INN26846,0,Meal Plan 2,Room_Type 1,Offline,0,109.0,2,2,0,0,39,0,0,0,Aug,Monday,train
INN08959,0,Meal Plan 1,Room_Type 4,Online,0,137.7,2,3,0,0,86,0,0,0,Jul,Thursday,train
INN26277,0,Meal Plan 1,Room_Type 4,Online,0,103.7,4,2,0,0,137,0,0,1,Jun,Thursday,train
INN22028,0,Meal Plan 1,Room_Type 1,Offline,0,75.0,3,2,0,0,105,0,0,0,Oct,Friday,train
INN07021,2,Meal Plan 1,Room_Type 1,Online,0,152.84,0,2,0,0,6,0,0,1,Sep,Wednesday,train
INN16447,2,Meal Plan 1,Room_Type 6,Online,0,207.9,1,2,2,0,88,0,0,1,Sep,Monday,train
INN31128,2,Not Selected,Room_Type 1,Online,0,109.65,2,2,0,0,95,0,0,0,May,Monday,train
INN15095,0,Meal Plan 1,Room_Type 1,Online,0,90.95,4,2,0,0,256,0,0,0,Aug,Friday,train
INN04848,0,Meal Plan 2,Room_Type 1,Offline,0,109.0,2,2,0,0,39,0,0,0,Aug,Monday,train
INN01591,0,Meal Plan 1,Room_Type 7,Complementary,4,0.0,1,1,0,0,1,1,16,1,May,Thursday,train
INN30100,0,Meal Plan 1,Room_Type 1,Offline,0,69.6,1,2,0,0,11,0,0,0,Dec,Friday,train
INN21483,0,Meal Plan 1,Room_Type 1,Online,0,124.0,2,2,1,0,17,0,0,3,Nov,Sunday,train
INN32637,2,Meal Plan 1,Room_Type 4,Online,0,134.46,1,1,0,0,36,0,0,0,Sep,Monday,train
INN13580,0,Meal Plan 1,Room_Type 1,Offline,0,85.0,2,2,0,0,59,0,0,0,Oct,Sunday,train
INN01004,0,Meal Plan 1,Room_Type 4,Online,0,118.15,4,2,0,0,84,0,0,1,Apr,Friday,train
INN32796,0,Meal Plan 1,Room_Type 7,Complementary,3,0.0,1,2,0,0,0,1,10,1,Jan,Saturday,train
INN14904,0,Meal Plan 1,Room_Type 1,Offline,0,52.0,2,2,0,0,315,0,0,0,Dec,Sunday,train
INN08304,0,Not Selected,Room_Type 1,Online,0,69.5,2,2,0,0,6,0,0,1,Jan,Monday,train
INN18931,0,Meal Plan 1,Room_Type 4,Corporate,0,166.25,1,1,0,0,3,0,0,0,Sep,Saturday,train
INN02528,0,Meal Plan 1,Room_Type 6,Online,0,6.0,1,0,2,1,0,0,0,0,Apr,Sunday,train
INN26633,0,Meal Plan 1,Room_Type 1,Online,0,96.3,3,2,1,0,110,0,0,1,Apr,Friday,train
INN30549,0,Meal Plan 1,Room_Type 1,Offline,0,95.0,3,1,0,0,37,0,0,0,Oct,Saturday,train
INN28892,0,Not Selected,Room_Type 1,Online,11,77.0,1,2,0,0,4,1,5,1,Jan,Monday,train
INN17235,3,Meal Plan 1,Room_Type 4,Online,0,82.94,5,2,0,0,34,0,0,0,Oct,Wednesday,train
INN10661,0,Meal Plan 1,Room_Type 1,Offline,0,100.0,2,2,0,0,70,0,0,0,Jun,Sunday,train
INN21181,0,Meal Plan 1,Room_Type 4,Online,0,105.3,2,2,0,0,180,0,0,0,Jul,Sunday,train
INN06603,0,Not Selected,Room_Type 1,Online,0,68.53,1,2,0,0,11,0,0,1,Apr,Thursday,train
INN22235,2,Meal Plan 1,Room_Type 4,Offline,0,78.88,3,2,0,0,175,0,0,0,Oct,Saturday,train
INN05080,2,Not Selected,Room_Type 1,Online,0,74.8,8,2,0,0,24,0,0,1,Dec,Saturday,train
INN19169,1,Meal Plan 1,Room_Type 1,Online,0,115.0,0,2,0,0,0,0,0,1,Aug,Thursday,train
INN26478,0,Not Selected,Room_Type 1,Online,0,94.5,3,2,0,0,146,0,0,1,Jul,Friday,train
INN07527,0,Meal Plan 1,Room_Type 1,Complementary,0,0.0,1,1,0,0,3,0,0,0,Oct,Saturday,train
INN25695,0,Meal Plan 1,Room_Type 1,Corporate,0,55.0,2,1,0,1,0,0,0,1,Mar,Friday,train
INN04706,0,Meal Plan 1,Room_Type 1,Online,0,99.0,3,2,0,0,55,0,0,1,Mar,Thursday,train
INN22077,1,Meal Plan 1,Room_Type 1,Online,0,93.6,1,2,0,0,98,0,0,2,Dec,Wednesday,train
INN22234,0,Meal Plan 1,Room_Type 1,Offline,0,137.0,5,2,0,0,230,0,0,1,Sep,Thursday,train
INN26364,0,Not Selected,Room_Type 1,Online,0,113.7,3,2,0,0,44,0,0,1,Oct,Saturday,train
INN28873,0,Meal Plan 1,Room_Type 1,Offline,0,100.0,2,1,0,0,14,0,0,0,Oct,Sunday,train
INN30695,2,Not Selected,Room_Type 1,Online,0,92.4,1,2,0,0,43,0,0,1,Nov,Monday,train
INN03470,1,Meal Plan 1,Room_Type 4,Online,0,155.73,2,3,0,0,28,0,0,1,Aug,Wednesday,train
INN35981,2,Meal Plan 1,Room_Type 4,Online,0,161.5,2,2,0,0,23,0,0,2,Sep,Monday,train
INN27694,0,Meal Plan 1,Room_Type 7,Online,0,266.3,2,2,3,0,114,0,0,0,Aug,Thursday,train
INN32910,0,Meal Plan 1,Room_Type 4,Online,0,102.7,2,2,0,0,51,0,0,1,Jun,Saturday,train
INN26245,0,Meal Plan 1,Room_Type 1,Corporate,0,95.0,1,1,0,0,0,1,3,0,Oct,Friday,train
INN18175,0,Meal Plan 1,Room_Type 1,Corporate,0,130.0,2,1,0,0,64,0,0,1,May,Thursday,train
INN19262,0,Meal Plan 1,Room_Type 1,Offline,0,130.0,2,1,0,0,188,0,0,0,Jun,Friday,train
INN14303,1,Meal Plan 1,Room_Type 1,Corporate,1,65.0,1,1,0,0,10,1,15,1,Jul,Wednesday,train
INN04312,0,Not Selected,Room_Type 1,Online,0,98.1,1,2,0,0,182,0,0,0,Oct,Friday,train
INN09379,2,Meal Plan 1,Room_Type 1,Offline,0,63.0,1,2,0,0,31,0,0,0,Dec,Tuesday,train
INN16461,1,Meal Plan 1,Room_Type 1,Offline,0,89.0,2,2,0,0,305,0,0,0,Nov,Sunday,train
INN08756,0,Not Selected,Room_Type 1,Complementary,0,0.0,1,1,0,0,0,0,0,0,Dec,Friday,train
INN04295,2,Meal Plan 1,Room_Type 1,Online,0,90.95,3,2,0,0,89,0,0,1,Apr,Tuesday,train
INN36112,2,Meal Plan 1,Room_Type 4,Online,0,129.96,3,2,0,0,119,0,0,2,Oct,Tuesday,train
INN25914,0,Meal Plan 1,Room_Type 1,Online,0,100.8,4,1,0,0,215,0,0,2,May,Friday,train
INN01569,1,Meal Plan 1,Room_Type 1,Online,0,131.43,4,2,0,0,259,0,0,2,Dec,Friday,train
INN26550,2,Meal Plan 1,Room_Type 1,Online,0,62.64,1,2,0,0,25,0,0,0,Dec,Tuesday,train
INN31367,1,Meal Plan 1,Room_Type 1,Online,0,99.9,1,1,0,0,85,0,0,1,Jul,Wednesday,train
INN29263,0,Meal Plan 1,Room_Type 1,Online,0,73.9,3,1,0,0,31,0,0,0,Jan,Friday,train
INN19768,0,Meal Plan 1,Room_Type 1,Offline,0,85.0,3,1,0,0,71,0,0,0,Sep,Friday,train
INN36081,1,Meal Plan 1,Room_Type 7,Complementary,3,0.0,1,1,0,0,0,1,15,1,Mar,Wednesday,train
INN24295,0,Meal Plan 2,Room_Type 1,Online,0,0.0,4,1,0,0,100,0,0,0,Sep,Friday,train
INN24184,1,Meal Plan 1,Room_Type 1,Corporate,0,65.0,0,1,0,0,0,1,2,0,Apr,Wednesday,train
INN16623,2,Meal Plan 1,Room_Type 1,Corporate,0,79.0,4,1,0,0,106,0,0,0,Nov,Tuesday,train
INN30448,0,Not Selected,Room_Type 1,Online,0,81.5,3,2,0,0,95,0,0,0,Mar,Friday,train
INN15436,0,Meal Plan 1,Room_Type 2,Online,0,78.25,2,2,0,0,9,0,0,1,Jan,Monday,train
INN26718,1,Not Selected,Room_Type 1,Online,0,149.0,1,2,0,0,4,0,0,0,Sep,Wednesday,train
INN18231,0,Meal Plan 2,Room_Type 6,Online,0,231.0,3,2,2,0,66,0,0,1,Nov,Saturday,train
INN20077,0,Meal Plan 1,Room_Type 4,Online,0,140.4,1,2,0,0,85,0,0,0,Jun,Saturday,train
INN24792,0,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,1,0,0,172,0,0,0,Jun,Sunday,train
INN22613,0,Meal Plan 1,Room_Type 4,Online,0,133.0,3,3,0,0,7,0,0,0,Mar,Friday,train
